title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
D. O Bilbao,,728,"4,3",€€,,"Rodríguez Arias K., 52, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['11:00–1:00'], 'jueves': ['11:00–1:00'], 'viernes': ['11:00–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–16:00'], 'lunes': ['11:00–1:00'], 'martes': ['11:00–1:00']}",,"['Servicio denigrante. Fui con unos amigos a tomar algo y de primeras la camarera nos trato de malas formas. Eramos 6 y solo nos dejaron sentarnos 5 (una de pie…Más', 'Me pedí un solomillo al foei y me dicen que no hay. Lo pida la pimienta (24€). En 3 min me trae un plato con 2 filetes finos con una piscina de salsa un tanto…Más', 'Menú del día muy bueno aún quizás algo más caro que lo que hay en el entorno (26 euros por persona). Trato muy bueno, no nos pusieron pegas por llegar tarde. Recomendable !…Más']","['El restaurante D.O Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 3; Atmósfera:...', 'El D.O Bilbao es un moderno restaurante para satisfacer a todos los paladares y todos los gustos ya que es capaz de fusionar la cocina vasca tradicional con...', 'Un excelente restaurante con una gran oferta en bebidas. Nuestra cocina casera española te agasajará con platos auténticos y tradicionales. Dentro de la oferta...']"
CODE Bilbao,Restaurante informal que sirve tapas hamburguesas ensaladas y menús del día con carnes y pescados asados o a la parrilla.,14000,"4,1",10-20€,,,"{'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–22:00'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00']}",,"['Este restaurante cerca de la estación de autobuses está muy bien, el menu del día tiene una excelente relación calidad- precio.…Más', 'Restaurante con menú de fin de semana económico con asteriscos, es decir por 19,90€ incluye primero, segundo, postre, pan y agua pero el agua no es embotellada,…Más', 'Venimos de Granada. Hace 3 años que no venía, tras trabajar durante la pandemia en Bilbao. Fantástico lugar, igual que lo recordaba, si no mejor. Muy buena y…Más']","['Code Bilbao es un restaurante en el centro de Bilbao en el que podrás pedir tu comida a domicilio en Bilbao o recogerla en el local ¡Llámanos ahora!', 'Consulta el menú de Code Bilbao cada semana cambiamos nuestro menú ¡Podrás degustar todas las delicias que realizamos cada semana! ¡Reserva tu mesa!', 'Consulta la carta de Code Bilbao donde podrás ver la carta menú y menús para grupos en Bilbao todo en el centro de Bilbao al lado de termibus.']"
La Gavilla Bilbao,Restaurante funcional y acogedor que ofrece platos de cocina vasca con productos locales brunch vino y un bar.,11000,"4,5",30-40€,,"Colón de Larreátegui K., N.32, Abando, 48009 Bilbo, Bizkaia","{'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['11:00–23:00']}",944 25 68 38,"['Veamos, sólo comí cuatro pinchos que estaban en la barra y la verdad es que nada destacables, el de pimiento con bacalao creo que me podrían haber dado la…Más', 'La comida está rica y es de calidad.…Más', 'Experiencia decepcionante y no por la comida. Pedimos diferentes platos, el primero de ellos era una ensaladilla rusa, llevándonos la “sorpresa” de encontrarnos…Más']","['El restaurante La Gavilla está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Next. La Gavilla - Bilbao -. Horario. Lunes: Cerrado. Martes: 11:00 - 23:00 ... c/ Colón de Larreátegui 32 48009 Bilbao. Este sitio web utiliza cookies para...', 'La Gavilla Bilbao · Página · Bar · +34 944 25 68 38 · lagavillabilbao.com.']"
La Barmacia Bilbao - Copas y cóctel,,424,"4,1",1-10€,,"Villarías Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–2:30'], 'sábado': ['10:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–24:00'], 'martes': ['10:00–24:00']}",,"['Sitio con mucho encanto. La música me gustó mucho pero creo que lo mejor es l decoración del lugar, con un carisma y tono a farmacia que le queda muy bien.…Más', 'Muy , muy agradable , en el centro del Bilbao mas comercial , dinámico, de paso obligado y con terrazas amplias , bulliciosas pero no ruidosas . Cafés con muy…Más', 'Pido un café, me cobra dos euros, no me da tiket. Le pido por favor que me enchufe el tlfn , con mi cargador, porque me he quedado sin batería, me responde que…Más']","['Qué le gusta a User de La Barmacia Bilbao Copas Y Cóctel: Un bar muy bonito con un gran vibo de madera y muchos aperitivos curiosos cuelgan como decoraciones.', 'Las copas las preparan muy bien aunque 8€ en un bar me parece excesivo. Leer más ... Gin Fizz Bilbao Cocktail Bar. 78. Bares y discotecas. Abando · Berton. 138.', 'Sin duda un ambiente bastante acogedor para disfrutar de excelentes copas una gran variación de cervezas importadas y artesanales. Y lo que no puedes faltar un...']"
Bar Café Auskalo,,31,"4,1",30-40€,,"Bailén Kalea, 23, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['6:45–22:30'], 'jueves': ['6:45–22:30'], 'viernes': ['6:45–24:00'], 'sábado': ['6:45–24:00'], 'domingo': ['Cerrado'], 'lunes': ['6:45–22:30'], 'martes': ['6:45–22:30']}",,"['Antes hacían unos bocadillos de Kefta espectaculares, pero han bajado la calidad.El za-za muy rico.…Más', 'Muy bien, bien de precio merece la pena ir.', 'Ambiente 100% marroquí 😍😍…Más']","['¿Buscas un ambiente diferente? Este es uno de los mejores restaurantes de comida casera de Bilbao. Es un lugar de encuentro felíz para compartir y disfrutar', 'El bar Bilbao se encuentra Bailén Kalea 23 48003 Bilbao. Café Auskalo Bilbao en el mapa de Schlouk con toda la información: horarios de apertura...', '2 sept 2023 — En esta website encontrarás el menú completo Café Auskalo de Bilbao. Actualmente hay 3 comidas y bebidas disponibles. Para ofertas cambiantes...']"
La Sausería,,13000,"4,0",20-30€,,"Urkixo Zumarkalea, 30, Abando, 48010 Bilbo, Bizkaia",{},,"['Menú de fin de semana a elegir entre distintas combinaciones como aparece en las fotos del menú. Calidad bien para el precio y cantidad muy bien. Para estar en…Más', 'Sitio recomendable!…Más', '15 euros el menú del día con agua..\nLa comida bien, pero no sé si lo vale..…Más']","['El restaurante La Sauseria está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4...', '22 may 2022 — 337 likes 8 comments - bilbaoalacarta on May 22 2022: ""⭐️ LA SAUSERÍA⭐️ Alameda Urquijo 30 Bilbao ¿Estas buscando un restaurante donde...', 'Estuvimos dos personas adultas y un niño cenando algo rápido un sábado a la noche. Buena comida raciones no muy grandes. Decoración bonita y agradable. Para...']"
Jantoki Berria,,354,"4,2",10-20€,,"San Mames Zumarkalea, 47, bajo, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–23:30'], 'sábado': ['12:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Menú perfecto (calidad/precio). El sabor de la comida y la cantidad muy bien. El servicio por parte de los camareros excelente, rápidos, atentos y educados.…Más', 'Local lleno. Servicio muy amable y ordenado. La cocina normal, lo que es para pedir un menú del día.…Más', 'Muy buena relación calidad/precio, buen servicio, sin esperas, pero recomendable reserva previa…Más']","['Ubicación y contacto. Alameda San Mames 47 48010 Bilbao España. Indautxu.', 'Daily menu menu for 14€ with bottle of wine. So tasty so fresh! Try mussels here and salad with mushrooms and cheese ; And fast!', 'Jantoki berria Bilbao. 522 Me gusta · 1 personas están hablando de esto · 242 personas han estado aquí. Menú del díacartahamburguesasplatos...']"
Bar Cafe Distrito 13,,248,"4,2",1-10€,,"Sabino Arana Etorbidea, 57, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–23:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['En 5 minutos el precio del PEQUEÑO pintxo de tortilla varió 3 veces.\nFinalmente fue superior porque jugaba el Athletic (el bar …Más', 'Lugar típico de Bilbao. Chiquito, te conocen y tratab como si fueras familia. La terraza está muy bien, adentro es algo incómodo. Lo mejor son los puntos a 1…Más', 'Buena relación calidad/precio ( Me gustaron los pinxos de tortilla de calabacín recién hecha que tomábamos a primera hora de la mañana ) Personal excelente, ambiente agradable. Amplio…Más']","['Disfruta de los pintxos del bar Distrito 13 en buena compañía en Bilbao. ... Ofrecemos: Una terraza magnifica donde disfrutar de unas cañas o un café.', 'Distrito 13 Bilbao. 373 Me gusta · 122 personas han estado aquí. Bar de pintxos vinos y cervezas. ... Qué rico nuestro café quieres uno????ven a visitarnos y...', 'El bar Bilbao se encuentra Sabino Arana Etorbidea 57 48013 Bilbao. Cafe Distrito 13 Bilbao en el mapa de Schlouk con toda la información: horarios de...']"
El plaza de indautxu,,395,"4,0",10-20€,,"Santimami Zumarkalea, 46, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['6:00–0:30'], 'jueves': ['6:00–0:30'], 'viernes': ['6:00–0:30'], 'sábado': ['6:00–0:30'], 'domingo': ['6:00–0:30'], 'lunes': ['Cerrado'], 'martes': ['6:00–0:30']}",,"['Un lugar donde comer un buen menú del día con un servicio muy agradable,lo recomiendo si estás por la zona,no te defraudará.…Más', 'LuisMi, vaya pedazo de PROFESIONAL! Atento, amable, educado, diligente, sencillo... Ojalá hubiera muchos así.…Más', 'Excelente la comida acaba de comer ahí gustó mucho la comida súper buenísima y el camarero de mesa excelente persona buen trato lo recomiendo con loss ojos cerrados…Más']","['El restaurante El Plaza de Indautxu está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio:...', 'Precio? En consonancia con el entorno con menú diario extenso y variado a 14€ bebida solo agua y vino sencillo/gaseosa. Instalaciones? Sendos pequeños...', 'Esta plaza se inauguró en 2006. Tiene un estilo vanguardista definido por un gran círculo central de 40 metros de diámetro así como modernas farolas.']"
Mariena,,1,"4,0",,,"San Mames Zumarkalea, 43 (bis, Abando, 48010 Bilbo, Bizkaia",{},,"['Buen sitio para desayunar, picar, comer... Exquisitos pintxos con buen trato y ambiente agradable. Céntrico buena opción en Bilbao.']","['En Marina realizamos desde pequeños proyectos de decoración hasta una reforma integral de tu hogar ... Más de cuatro décadas en el centro de Bilbao. Miles de...', 'Desde 1979 ✨ Haz realidad la cocina de tus sueños en el centro de Bilbao. Visita nuestro estudio de decoración: @marinaestudio · Ercilla 39 Bilbao Spain 48011.', 'Marina Bilbao. 909 Me gusta · 35 personas están hablando de esto · 9 personas han estado aquí. DISEÑO Y DECORACIÓN EN BILBAO ______ El hogar que...']"
Papa's Factory Bar,,206,"4,4",€,,"Biarritz Kalea, 9, Errekalde, 48002 Bilbo, Bizkaia","{'miércoles': ['9:00–24:00'], 'jueves': ['9:00–24:00'], 'viernes': ['9:00–24:00'], 'sábado': ['10:00–1:00'], 'domingo': ['22:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['Abierto 24 horas']}",,"['Paramos para tomar algo, el servicio muy bueno y rápido.…Más', 'Muy bien. Era tarde, preguntamos por si nos daban de comer. Nos dieron y muy bien todo, rápidos y atentos.…Más', 'Comida espectacular. Recomendable 100%. Buen ambiente, raciones grandes. A destacar las patatas fritas naturales y recien cortadas. Para repetir!!!']","['21 abr 2020 — Papas Factory Bar realizará entregas a domicilio 946854852.', ""Papa's Factory Bar en Bilbao. Biarritz Kalea 9  Biscay Bilbao · 946 85 48 52. Las..."", '548 Followers 282 Following 41 Posts - See Instagram photos and videos from papasfactory @papas_factory_oficial']"
Bar Marzana,Bar de barrio con vistas al río que ofrece cerveza vino sidra tapas y otros refrigerios.,11000,"4,3",1-10€,,"Martzana Kalea, 16, Ibaiondo, 48003 Bilbo, Bizkaia",{},,"['Domingo. 14.30 de la tarde. Bar casi vacío. No tenemos que aguantar las frustraciones de una camarera agresiva. Es una pena que un bar con buena ubicación y…Más', 'Bar con encanto, situado junto a la ria.Conserva la patina de los años.Salon interior con magníficas vistas de la ría y el mercado de la ribera.…Más', 'Buen sitio para pasar una tarde, muchas cervezas y pintxos a precios razonables. Mucho ambiente y servicio super agradable.…Más']","['El restaurante Bar Marzana 16 está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4...', 'No te pierdas los marianitos preparados los platos veganos o los bokatas con vistas al Mercado de la Ribera que ofrece el Bar Marzana 16 de Bilbao.', 'Bar Marzana. Google Maps. Volver. WhatsApp Facebook Twitter Email. Marzana 16 - Bilbao 946753036. Bar Marzana. QR Carta ©.']"
San Marcos B&K,Desayuno tapas platos típicos españoles cócteles y vino en un bar sencillo e icónico.,292,"4,6",10-20€,,"Alameda de Recalde, 47A, Abando, 48010 Bilbao, Biscay","{'miércoles': ['7:45–22:30'], 'jueves': ['7:45–22:30'], 'viernes': ['7:45–24:00'], 'sábado': ['12:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:45–22:30'], 'martes': ['7:45–22:30']}",,"['Suelo ir a menudo, un sitio pequeño pero elegante y acogedor. Cuando no sepas dónde ir a comer, esta es una gran opción. El personal encantador, educado, amable…Más', 'Excelente restaurante en el centro de Bilbao. De casualidad había aparcado el coche en frente de este lugar y decidí probar el menú del día. Tanto la comida…Más', 'Local agradable en el que uno se siente a gusto, personal amable y servicial y buena calidad de la comida que sirven. El menú del día está muy bien y su relación calidad/precio excelente.…Más']","['En el centro de Bilbao San Marcos Bar & Kitchen abre sus puertas conservando el nombre y la esencia fa000iar. Un nombre cargado de significado y que tan...', 'San Marcos Bilbao Bilbao. 296 Me gusta · 60 personas han estado aquí. Desayunos menú del día y raciones junto a la Alhóndiga Bilbao; con gran selección...', 'Ubicación y contacto. Alameda Recalde 47 48010 Bilbao España. Abando.']"
Atelier Bilbao,,297,"4,6",1-10€,,"Rodríguez Arias K., 67, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['16:00–24:00'], 'jueves': ['16:00–2:00'], 'viernes': ['16:00–4:00'], 'sábado': ['16:00–4:00'], 'domingo': ['16:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['16:00–24:00']}",,"['Atención buenísima, lugar muy agradable, cócteles de buena calidad a un precio asequible. Te informan y orientan sin problemas y hasta te ofrecen cócteles que no están …Más', 'He estado en varias ocasiones Lo cual me parece un lugar increíble y acogedor. Y este sábado hemos vuelto a repetir y estaba la misma persona a la tarde y me…Más', 'Excelente lugar para pasar en familia y amigos. El servicio es cálido y el producto sublime. La iluminación es genial, buena música. Os felicito por el buen trabajo, muy bien.']","['Atelier Etxanobe es heredero del mítico Etxanobe mantiene su estrella Michelin ahora en el centro de Bilbao con una cocina y servicio extraordinarios.', 'El restaurante Atelier Etxanobe está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'El Etxanobe del Palacio Euskalduna se ha trasladado desde enero del 2018 al centro de Bilbao c/ Juan Ajuriaguerra El Atelier misma gastronomía de altura.']"
La Taberna Taurina Bilbao,,815,"3,7",1-10€,,"Ledesma Musikariaren Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['8:00–1:00'], 'jueves': ['8:00–1:00'], 'viernes': ['8:00–2:00'], 'sábado': ['10:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–1:00'], 'martes': ['8:00–1:00']}",,"['El bar suele estar bien, pero la camarera de mechas que no quiere poner vasos de agua aún habiendo sacado rondas y poniendo caras y diciendo en alto de malas…Más', 'Muy buen ambiente, buenas tapas, lleno de gente hasta la calle incluida, esta en una de las mejores zonas de vinos de Bilbao…Más', 'Los servicios indecentes con un olor a pis que echaba patras y el de mujeres cerrado. La camarera saturadisima y ella sola. Tener un local bonito no lo es todo.…Más']","['El restaurante Taberna Taurina está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5...', 'Vismolita hosteleria S.L enBilbao ofrece prestaciones y servicios del sector gastronómico.', 'Consigue las mejores ofertas para Taberna Taurina en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Errekaldeko Batzokia - Batzoki de Rekalde,,11000,"4,3",€,,"Salazar Jeneralaren Kalea, 13, Errekalde, 48012 Bilbo, Bizkaia","{'miércoles': ['8:00–22:30'], 'jueves': ['8:00–22:30'], 'viernes': ['8:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–22:30'], 'lunes': ['8:00–22:30'], 'martes': ['8:00–22:30']}",,"['El menú de fin de semana estaba rico. La ensalada de carpacho de Angus un poco sosa, pero lo demás muy rico. La atención por parte de los camareros/as una pasada, muy agradables. El t…Más', 'Fuimos de paso a comer unos pintxos y la comida estuvo bastante bien. El espacio entre la barra y las mesas es un tanto ajustado, por lo que se tapona el acceso…Más', 'Hicimos cena de Navidad y quedamos muy satisfechos no solo con la calidad de la comida y cantidad, sino también con el precio. Las croquetas estaban muy bien,…Más']","['En nuestro restaurante puedes encontrar lo más destacado de la cocina tradicional vasca sin dejar de lado nuevas aportaciones en forma de platos más creativos.', '1.-PLATO A elegir · Ensalada de bacalao con pimientos asados · Rissoto de confit de pato con setas y hongos · Entremeses variados · Sopa de pescado.', 'Tiene buena cocina y a precios asequibles!! Buenos vinos Txakoli cervezas y buen servício. Un lugar cómodo para comer . Ideal para comidas fa000iares o de...']"
